Id,Probability
1,0.06471466415255031
2,0.05546726455260682
3,0.02498309058649079
4,0.08932097399206265
5,0.11184563102530189
6,0.029469969778994527
7,0.06517014271276599
8,0.028041133207069552
9,0.012694271602618653
10,0.9922226025389472
11,0.025441399493753913
12,0.024808954685407666
13,0.017629569252142544
14,0.10337352087792903
15,0.05218939803876398
16,0.027305830525419662
17,0.03651371644554174
18,0.028379587274414194
19,0.08562878069778644
20,0.07302767976506515
21,0.02104608912692072
22,0.017708857198717832
23,0.012784553728900158
24,0.32580696558472644
25,0.09575917960724678
26,0.024293779909875666
27,0.06883130944380732
28,0.022774751243778594
29,0.07567403181784861
30,0.03087202294372106
31,0.06097548675459868
32,0.016533222955424223
33,0.019214404851918887
34,0.0525672391140715
35,0.2584598863476109
36,0.05716981678371486
37,0.0501250736001851
38,0.024463034846027798
39,0.025700886240824238
40,0.06216330152779927
41,0.16911963343650918
42,0.17831885297365066
43,0.07741572430093852
44,0.017425833604825948
45,0.0819987843572428
46,0.010048361366901466
47,0.009331125892035599
48,0.030325249668470135
49,0.028344961783450223
50,0.04723674003292021
51,0.03695169310962411
52,0.014516045220486001
53,0.019680620155031237
54,0.08528373653029492
55,0.035037080790232725
56,0.0908150862046186
57,0.013484071391418209
58,0.12284035913555363
59,0.07386765855491065
60,0.11893265939962135
61,0.012515164170937124
62,0.014101198457323109
63,0.03267963578731699
64,0.01739945533520013
65,0.02735866673712971
66,0.03183329279403384
67,0.020724326513605305
68,0.07558914242362548
69,0.017109542014567894
70,0.9851473522528225
71,0.03016354473260495
72,0.09115784270632765
73,0.014357152861882078
74,0.18446059511215096
75,0.02635080067211518
76,0.042168371964361386
77,0.06419899687444344
78,0.05077698212253363
79,0.02059591464226526
80,0.03633747347555054
81,0.025580388676144688
82,0.019589551399318887
83,0.03282693952225573
84,0.011670386988541916
85,0.0250376000192619
86,0.021442458249688552
87,0.0831732413983379
88,0.024403810194520162
89,0.044661995103956895
90,0.04273014944282436
91,0.04135983578137087
92,0.030598326236711278
93,0.018021167760606235
94,0.026055092823780733
95,0.012803245447717573
96,0.09480999305199292
97,0.03344099960917407
98,0.07981635507298233
99,0.018947828331336156
100,0.02709914447413657
101,0.05421844124309518
102,0.08819198502445409
103,0.01971803681614888
104,0.06903123257788618
105,0.07173502326232788
106,0.03690255501717815
107,0.2631725896769546
108,0.019444192080962267
109,0.017814070686248726
110,0.030329833346475862
111,0.02270423961054956
112,0.0432986144064842
113,0.03892638839961829
114,0.3141267132456999
115,0.1008198536729064
116,0.017806133177388873
117,0.014547207192648097
118,0.10787852896048962
119,0.023973769877887782
120,0.019354328374541627
121,0.021175106918462132
122,0.06324210606093651
123,0.025629101985705147
124,0.7419308663000854
125,0.020937395373591603
126,0.02762430440218454
127,0.008162637093499604
128,0.026521799147540808
129,0.01783472486021611
130,0.05870042934636352
131,0.04797485077176953
132,0.09263944249807915
133,0.012278838320074472
134,0.029023217277905175
135,0.06256190578936068
136,0.0166770323133911
137,0.15926007178850501
138,0.03498195189501284
139,0.015247621166236581
140,0.024691393678784684
141,0.01058278896757825
142,0.02023240668688899
143,0.010249645525670722
144,0.02347778419197604
145,0.23159935232282694
146,0.02216734026043575
147,0.010990880484376972
148,0.047290618302934836
149,0.014766688393647701
150,0.05176956925196447
151,0.010593218542959368
152,0.011162026906358365
153,0.01704481797246341
154,0.027510861047156387
155,0.027911524973431898
156,0.03324689665773871
157,0.06921312708469136
158,0.01898795639102013
159,0.10430647521852489
160,0.028705155289868195
161,0.013216489357870747
162,0.01479243774193519
163,0.03364651980473482
164,0.04498759250859178
165,0.01760962701899511
166,0.02704646823866962
167,0.9026243840462977
168,0.04323887636786116
169,0.2140234465402393
170,0.018118573712055885
171,0.00973813037800074
172,0.023727085944205417
173,0.030943783345662803
174,0.06144146338804958
175,0.030697156234908762
176,0.23163162452682762
177,0.030538296801317855
178,0.08215850089282735
179,0.01459014714864003
180,0.01581812809528816
181,0.06692217772233196
182,0.01539586445683099
183,0.02199588050879326
184,0.022080602388168807
185,0.10249567728324809
186,0.01530680840171427
187,0.014276465088024224
188,0.026728350057348364
189,0.05107198208837379
190,0.03622425007677659
191,0.01603552482223463
192,0.11094331994463098
193,0.020172385692137713
194,0.06121528251260318
195,0.01775634031930353
196,0.04577283206176266
197,0.016671036005500798
198,0.021625659515834485
199,0.021354910070010148
200,0.0138441599609385
201,0.10830660904802197
202,0.023488605865940003
203,0.28232845012866337
204,0.04171702890584392
205,0.022300309982067636
206,0.019210160621805056
207,0.041369359049368726
208,0.01713817666649643
209,0.08040525929641021
210,0.010530979321788248
211,0.09356577408736184
212,0.04046407237858676
213,0.022604420844349934
214,0.017913458862375418
215,0.039721631783916134
216,0.09840259452652336
217,0.012650558851392667
218,0.08314197379742029
219,0.025183295835738424
220,0.010693570384624063
221,0.03239865132240927
222,0.025668976578920026
223,0.01781646710305657
224,0.022895561182383388
225,0.019899904509412578
226,0.08459043166855612
227,0.02163599776121478
228,0.05662690783833792
229,0.09750288844287132
230,0.30537700508371346
231,0.17186983121786564
232,0.019929126845936267
233,0.020341554028431807
234,0.015020237985102408
235,0.013333739607633014
236,0.16742238836328602
237,0.06716952136361834
238,0.010538934241504429
239,0.02107102306206387
240,0.030668625539915416
241,0.07101475753110359
242,0.019066202436807
243,0.01705163686360295
244,0.027069514354045778
245,0.0865964597529725
246,0.02181325241644294
247,0.05332738386283163
248,0.016829931003018415
249,0.028448722363208966
250,0.19629620417505336
251,0.04426641501154754
252,0.1443534802728713
253,0.018960524887677608
254,0.08380474851891544
255,0.0062089490437213036
256,0.02143769519133499
257,0.04434873341997644
258,0.1226778739850029
259,0.030618786488272026
260,0.10210230269581295
261,0.02570336046584417
262,0.03823502031397593
263,0.007796187725931645
264,0.05925802422300994
265,0.06904311989384408
266,0.03008701425498538
267,0.09083569095644428
268,0.050281349879691496
269,0.08485911534120381
270,0.016072396133712644
271,0.032951152708229896
272,0.056241223618233804
273,0.015417380741428129
274,0.02184231322478787
275,0.014572741863451274
276,0.036784164953369745
277,0.024714869892504068
278,0.019505419051397025
279,0.08134957472476395
280,0.03389429410199177
281,0.6876729584091026
282,0.04512590973129414
283,0.06981539054215644
284,0.015520607665833163
285,0.016835011114362395
286,0.026131652145841126
287,0.025199502060288436
288,0.0521383405287908
289,0.07741264649897237
290,0.061353100794863766
291,0.14237342795409744
292,0.0088728759112348
293,0.03997897019735536
294,0.021082652467751917
295,0.009259370248141049
296,0.03320285631111456
297,0.014856939961642411
298,0.034763591304460696
299,0.015103252193572536
300,0.013541828836352259
301,0.06269088824626157
302,0.019518003927414897
303,0.014703179896426782
304,0.015400236703506862
305,0.37334092630287824
306,0.04475872933361759
307,0.007660327645226478
308,0.992371060123093
309,0.1893714221637455
310,0.027196743815605266
311,0.4446880450041095
312,0.03208668475600055
313,0.16631839044041197
314,0.03146078937829557
315,0.04524847837547434
316,0.10742016630840644
317,0.13437189006834405
318,0.017273399813670154
319,0.013121457781902632
320,0.0932104109681461
321,0.08387323219432631
322,0.024592594124794885
323,0.023325315228227825
324,0.02440010640563359
325,0.11382894967566044
326,0.015583405612970953
327,0.01620063295457457
328,0.01574968672294391
329,0.03573946186222133
330,0.0122587749886044
331,0.031170794449997347
332,0.029900030391073775
333,0.02515553629786018
334,0.03746224335977208
335,0.03817412366838257
336,0.05098885322964739
337,0.025908678041237886
338,0.09717179157816472
339,0.04015418480669308
340,0.021820049188503256
341,0.012090235585451239
342,0.017651920309112487
343,0.030061163181708418
344,0.033284427559561285
345,0.021037517799991055
346,0.03753194449798786
347,0.18535890777036776
348,0.05268892270012104
349,0.030527502240866797
350,0.021736142243150097
351,0.03168372657304798
352,0.029378715036848555
353,0.011198804131900431
354,0.11007248899130664
355,0.029530093181818422
356,0.01099967261549922
357,0.5032638065665377
358,0.011626792645315428
359,0.04376366222780098
360,0.11342778071209404
361,0.03933753964362633
362,0.02185766135910654
363,0.015129968252904384
364,0.029790848473636198
365,0.1718793988734759
366,0.1036746839632531
367,0.06624685238776815
368,0.06988959129230846
369,0.018343590800357204
370,0.2713170942815603
371,0.014828843190248056
372,0.083881538745706
373,0.015432257501231474
374,0.023954799960175056
375,0.015545783142725495
376,0.007631476656336294
377,0.031052025874870232
378,0.009249208419160103
379,0.018279671614555123
380,0.028826198425112415
381,0.02129953980621979
382,0.03198491792806525
383,0.023734832149922117
384,0.08214962629799961
385,0.013506126932011142
386,0.016394292293981365
387,0.012649573163528391
388,0.02015284013050985
389,0.02502194838974797
390,0.01569083291253538
391,0.01321485615428911
392,0.014191712081795309
393,0.020799941935890034
394,0.1326615546185655
395,0.010701661858502456
396,0.012481853465250112
397,0.06865494105045733
398,0.12247346702454676
399,0.01449303415792558
400,0.032821115424299815
401,0.014256723046288878
402,0.007664110386262055
403,0.028187725277614695
404,0.0128906297184938
405,0.8891285316669234
406,0.4219132682623136
407,0.031520046354309335
408,0.0731424241337363
409,0.037335828543302425
410,0.03428271133348507
411,0.043443898283516025
412,0.04910628732040721
413,0.08555483923707809
414,0.02738074364747514
415,0.01870200562836878
416,0.04174797835529654
417,0.0852021326827671
418,0.04797339866340766
419,0.017570762543466796
420,0.028896542358517234
421,0.015389004471380852
422,0.019611026988931315
423,0.0476355366092097
424,0.0236464977533628
425,0.010764561888061687
426,0.009880342800968951
427,0.017446356841713705
428,0.020390803842551628
429,0.08248950055205928
430,0.015445894417387905
431,0.1683481319754109
432,0.017901750848222705
433,0.026237742889037366
434,0.024642186385751497
435,0.024510685352886658
436,0.048742901801847545
437,0.07335849742744693
438,0.12081353620284176
439,0.016422323787329073
440,0.044213031878468007
441,0.02007412313612673
442,0.051388944460638235
443,0.03674992332154813
444,0.006893363870480342
445,0.053140969575302614
446,0.21624524749722493
447,0.013765289693925846
448,0.11408176401324187
449,0.06207690566598861
450,0.01645334718783669
451,0.03024314613976655
452,0.017771435780480547
453,0.09772507783089071
454,0.025623397028246255
455,0.060638877413858955
456,0.031802382327793574
457,0.07427932793220246
458,0.020088890171745203
459,0.09549900931128304
460,0.025179543608265118
461,0.026401443239283607
462,0.06865132167677092
463,0.02309061615489877
464,0.07242958672741721
465,0.05143637309652963
466,0.011462126651417496
467,0.022584969851851676
468,0.03200387744987678
469,0.014018774804876908
470,0.13440728723751985
471,0.009019510800143984
472,0.02224038545825755
473,0.18442777620162015
474,0.05988585867086903
475,0.029262495460293223
476,0.015702446429294047
477,0.015272332370766133
478,0.0229977630052217
479,0.019025923255780203
480,0.012771477324520449
481,0.060585566871917476
482,0.006341443353687079
483,0.05246783220207775
484,0.05124675874049755
485,0.01177922508479149
486,0.1677515024625176
487,0.039768636952342055
488,0.055217330275187194
489,0.09098480682743604
490,0.03450267192904293
491,0.01820274937979916
492,0.03777957295377577
493,0.16639634176747164
494,0.020032177641733654
495,0.07018388032386794
496,0.014880319106444388
497,0.03437224598462928
498,0.02227966923937145
499,0.10993740177134215
500,0.01690573375926087
501,0.04717900811913814
502,0.022188631989095476
503,0.038565709529258106
504,0.03184020718665438
505,0.017496023807450217
506,0.06322739381494794
507,0.04997587378563624
508,0.010860068531837033
509,0.014619991888401055
510,0.022813562536400073
511,0.02495287720336931
512,0.1009011134210144
513,0.04399361252397141
514,0.02060594255825838
515,0.02603160775957695
516,0.17319497327651334
517,0.02057314866674196
518,0.019690559813783835
519,0.014059467637787447
520,0.019855878790546365
521,0.019449851031444084
522,0.024659252825815915
523,0.08161969613355956
524,0.04607217810914017
525,0.05708551482464595
526,0.29753042987446987
527,0.10002854068910905
528,0.020660369138064908
529,0.059488292650001016
530,0.020692327460329736
531,0.013744708263261645
532,0.007068015357697462
533,0.021302097044199296
534,0.008539537065107133
535,0.019084896692382544
536,0.017013351917579408
537,0.02727145990429779
538,0.07148720773578823
539,0.023391885459911707
540,0.01020990974451647
541,0.023794841949960146
542,0.0302635930094118
543,0.11085791735149583
544,0.09884436320026173
545,0.0353676439223453
546,0.011673621438984011
547,0.04197560847423012
548,0.018362570646876148
549,0.009441756077022604
550,0.19502695235517098
551,0.21447033798439347
552,0.11467575176520664
553,0.016597001786790282
554,0.020279436282440475
555,0.03996483123147788
556,0.025565386260794472
557,0.03424199543560596
558,0.029215370652694292
559,0.05673650615693674
560,0.030268576020312396
561,0.010956960680201607
562,0.011543219136173859
563,0.09701738502542348
564,0.04317063419214182
565,0.12581473786153263
566,0.031404283523195874
567,0.009249184313857342
568,0.042425254565489824
569,0.1818957218224762
570,0.0456934058907488
571,0.07057970823804983
572,0.02864319311953983
573,0.029294894318405124
574,0.09828017146556947
575,0.056342262445929214
576,0.015818076794312002
577,0.04190402275795868
578,0.022765660468175544
579,0.11165282978261065
580,0.021046821992999266
581,0.020189002500544062
582,0.028914867814934297
583,0.014527125466578155
584,0.0374118463013054
585,0.04725359895228639
586,0.009420983681912609
587,0.024403187094692757
588,0.07127582644086797
589,0.02372871687506017
590,0.02669209138625948
591,0.07345891398482583
592,0.02445243045569451
593,0.033583713951215885
594,0.017801902450174007
595,0.13044795048468605
596,0.010901630217903361
597,0.028580626416808627
598,0.024832542126538754
599,0.04117369227002623
600,0.06203077746525717
601,0.019833352840361185
602,0.03927287979958622
603,0.01907355842301524
604,0.018039662312776237
605,0.08627176902391676
606,0.020753648915097688
607,0.019823832172884154
608,0.029553798034344485
609,0.06817749831046623
610,0.016255874371983538
611,0.050903164948867
612,0.014312589498888705
613,0.019201800410052584
614,0.040625502270216246
615,0.02640476696012342
616,0.011279729268983022
617,0.024615538687350592
618,0.015598773097967903
619,0.021119959747138352
620,0.03318760481480278
621,0.014860896306293319
622,0.045529264412155955
623,0.02501373307899081
624,0.06034309090328121
625,0.06962379125063735
626,0.5911449927020066
627,0.15931227695654593
628,0.02290146795053245
629,0.016952241659490733
630,0.11130987161540391
631,0.014585519135627
632,0.036510902096495046
633,0.011849825973319407
634,0.040233019860939
635,0.038503013687167416
636,0.00852245505537256
637,0.013466305336103502
638,0.026683847427524558
639,0.0588936235604948
640,0.013858973773217369
641,0.015976480970498898
642,0.2349271553736926
643,0.07242362435994264
644,0.413521443462213
645,0.07948554196222203
646,0.16929676518449271
647,0.024765090410682
648,0.0919547326048091
649,0.008544445732199245
650,0.019473373124293758
651,0.25047299808407975
652,0.021953797421585822
653,0.047322131450914656
654,0.5116741137140155
655,0.025289430724206925
656,0.028261813826984672
657,0.02167968128318161
658,0.013297562943606046
659,0.105241571992012
660,0.13822060078935225
661,0.053659332371159066
662,0.10246929985942346
663,0.11395367036483432
664,0.08374329489285774
665,0.2157582384537612
666,0.011292575319654443
667,0.029795408523252936
668,0.07995104466731895
669,0.12871568125767927
670,0.03470478509457392
671,0.017453184739156035
672,0.08709683133139252
673,0.02864265800977387
674,0.015144335885841709
675,0.23689859522457918
676,0.113908420068924
677,0.03315971991226159
678,0.03199168797300001
679,0.05816635603054284
680,0.12949938074274067
681,0.05650649783642745
682,0.021269459466883703
683,0.04786440528870426
684,0.02556404079554065
685,0.04730230118252526
686,0.01125359780239221
687,0.010242006965935233
688,0.008237140581986397
689,0.09874759784651546
690,0.031061448860033473
691,0.02901150643993747
692,0.21230844480137306
693,0.03271418968766437
694,0.02853108526002101
695,0.03272043920086725
696,0.02290267374767252
697,0.006460914443915904
698,0.024459999291198433
699,0.10095861497842457
700,0.023946941545596453
701,0.01524287390384582
702,0.12403774767719976
703,0.12857064308693256
704,0.9899921418749308
705,0.03499735010917146
706,0.021403542344539984
707,0.03940383782573574
708,0.021214326990823467
709,0.035463924933421986
710,0.01854570818313948
711,0.042618079160535574
712,0.15496216447628736
713,0.025535159426962675
714,0.021857010103554942
715,0.023189683826938357
716,0.2863877612437208
717,0.019543387023035864
718,0.05110738006420489
719,0.03167175731409354
720,0.01072928530076097
721,0.016242877544391156
722,0.029725855745092667
723,0.07407889192221698
724,0.028262498716315126
725,0.1408707724039709
726,0.03670481608005651
727,0.02495030584811396
728,0.025560831114788084
729,0.04888528431653036
730,0.5445001871271282
731,0.02569427433686554
732,0.045106114617935955
733,0.008666209796861772
734,0.019369787210262775
735,0.028842267587401382
736,0.030736934909571377
737,0.06325277997268036
738,0.04623571168362499
