Id,Probability
1,0.06895798897415378
2,0.045415044370545006
3,0.010777461007624719
4,0.07498760356788275
5,0.09822651779746405
6,0.03735556997864822
7,0.019936720770985614
8,0.04626491060395321
9,0.008779659158837386
10,0.47437955853958996
11,0.009328447170543454
12,0.017933595267843248
13,0.011690902076017548
14,0.06589042738350907
15,0.05527784166174084
16,0.010897141098525243
17,0.02132320769881937
18,0.01504226869883592
19,0.24457383178308853
20,0.08987992886204299
21,0.008779659158837386
22,0.010143661663440749
23,0.008779659158837386
24,0.38149286694968065
25,0.0733245834121135
26,0.00964746798589375
27,0.10489850208739003
28,0.010313508486235348
29,0.04891031356644414
30,0.04371216527380764
31,0.05776123163452325
32,0.008779659158837386
33,0.010617512772067192
34,0.0671598011886999
35,0.22800854713587898
36,0.04908909302029057
37,0.03266459767970239
38,0.009502832427260695
39,0.01029030564132344
40,0.07059143514574755
41,0.30274979008996683
42,0.17101055145853397
43,0.09044054976172516
44,0.0106108756620435
45,0.08100678749333073
46,0.008779659158837386
47,0.008779659158837386
48,0.014068222096533977
49,0.01696704036356364
50,0.02737696953960704
51,0.042419956576770536
52,0.008779659158837386
53,0.008779659158837386
54,0.045524533033595264
55,0.017777349823533045
56,0.0865263766916602
57,0.012364006486738221
58,0.10424794354925428
59,0.135376641557677
60,0.11566380136294294
61,0.009087381424111632
62,0.009806963070039799
63,0.011010457255579215
64,0.008779659158837386
65,0.014279145790044101
66,0.0187167203487105
67,0.013621608083707085
68,0.08052159089827365
69,0.010830792176959798
70,0.5319156502599095
71,0.012741118205876568
72,0.07563458346733234
73,0.010784571118993603
74,0.1787790737654589
75,0.010244972729824034
76,0.02959225943173002
77,0.07836717638492981
78,0.04020282023349574
79,0.00886883873217221
80,0.014793959083708836
81,0.012617794592562551
82,0.011537955156030642
83,0.01316626599167914
84,0.008779659158837386
85,0.013990402143754486
86,0.013820446348331714
87,0.05406293951949736
88,0.011120855237782773
89,0.025516496103891208
90,0.014565597786640258
91,0.025253919128989284
92,0.012103868477408028
93,0.03928077662924521
94,0.015205520425117667
95,0.008779659158837386
96,0.2589491783216204
97,0.01876613451549799
98,0.08271953004785236
99,0.010637187219652322
100,0.010876363527887543
101,0.061036378120689114
102,0.07889209964322706
103,0.009332604081092634
104,0.0599012262562822
105,0.08365270031808401
106,0.018648842934832932
107,0.2984070405356237
108,0.01228678952099681
109,0.009674697063619375
110,0.01501056104402478
111,0.02524904797405142
112,0.02177131940725997
113,0.018813928263011814
114,0.3858353425998355
115,0.08021494947455683
116,0.010315425870636588
117,0.008779659158837386
118,0.07715170604734377
119,0.010766637590801953
120,0.009708611431798585
121,0.014103713470176266
122,0.08777118326677966
123,0.01010830398822929
124,0.5238185782016306
125,0.008779659158837386
126,0.01300368857940523
127,0.008779659158837386
128,0.015061068157623815
129,0.009078969700174997
130,0.07554071550025611
131,0.04309046991483746
132,0.0785273688666846
133,0.010433093814485908
134,0.04693814790874812
135,0.07473095703351545
136,0.010617249467499498
137,0.2488288403709883
138,0.03566877499236244
139,0.008779659158837386
140,0.00955912467038039
141,0.008779659158837386
142,0.008779659158837386
143,0.008779659158837386
144,0.010763877452841502
145,0.3289619908983952
146,0.009847807265135127
147,0.008779659158837386
148,0.05405082557788016
149,0.008779659158837386
150,0.054369275868046275
151,0.008779659158837386
152,0.009345395290266229
153,0.009791508116075879
154,0.011281983321750842
155,0.010360592154980456
156,0.017479974574549938
157,0.05385924926838085
158,0.009617314448351238
159,0.06186788217405397
160,0.012631746481148707
161,0.0090959051977497
162,0.012773897950230326
163,0.017664762669649482
164,0.03892877426167347
165,0.010719639819886032
166,0.020244283276743644
167,0.5880796632006461
168,0.025371595618451818
169,0.21253217189997078
170,0.00896121529645636
171,0.008779659158837386
172,0.008785333828007533
173,0.01830289016234026
174,0.05332288424631842
175,0.01893273642096947
176,0.25449185853526685
177,0.015049993842669324
178,0.09793535861209093
179,0.008872803824206698
180,0.01103290992522344
181,0.04761297759003037
182,0.008779659158837386
183,0.010413938240808388
184,0.012166925484807398
185,0.09835250822614257
186,0.009495216722520225
187,0.009441618993904
188,0.02417995856255455
189,0.027373162396661894
190,0.01774600188361661
191,0.009162834218053317
192,0.04455092575548714
193,0.008779659158837386
194,0.06872228037255682
195,0.01038758065760616
196,0.02394050923816382
197,0.00939638298541974
198,0.012127234562392142
199,0.008779659158837386
200,0.009165474829383083
201,0.0830280952528028
202,0.01943666358031864
203,0.348637960824266
204,0.03443221143974963
205,0.0637501867840327
206,0.012962879103913545
207,0.012187725137101474
208,0.008779659158837386
209,0.07098387358531189
210,0.008779659158837386
211,0.07072166340012628
212,0.018920227062515393
213,0.015792644199094274
214,0.008779659158837386
215,0.02498488550419272
216,0.06985277533545962
217,0.008779659158837386
218,0.07712102387081178
219,0.012033745152727381
220,0.008779659158837386
221,0.01597933757725456
222,0.03143140335621383
223,0.01466369181695148
224,0.008779659158837386
225,0.009127827404157494
226,0.0809421977805946
227,0.009196213044929716
228,0.06626265692913998
229,0.08601355799142675
230,0.40743862157658534
231,0.13759738983912817
232,0.011681137886615716
233,0.012077860108646836
234,0.011322869625224817
235,0.008779659158837386
236,0.36911414572067924
237,0.017535721132678043
238,0.008779659158837386
239,0.00992989777717181
240,0.013280176995996327
241,0.047056603399345885
242,0.01325365225842351
243,0.008779659158837386
244,0.0127030266772642
245,0.06428944023104412
246,0.013161973475547175
247,0.05123993156788526
248,0.008779659158837386
249,0.01918440876695025
250,0.36223969816543056
251,0.04200228424838178
252,0.2416254384138884
253,0.008779659158837386
254,0.09460944051567656
255,0.008779659158837386
256,0.00891625842413606
257,0.030804230097522766
258,0.18666137601265964
259,0.0570332813619596
260,0.1257967266110911
261,0.010678945508313727
262,0.01975211995103599
263,0.008779659158837386
264,0.04586872831864619
265,0.08408503750216662
266,0.011728131029926977
267,0.0735377089910784
268,0.04531843789514134
269,0.2781360046674997
270,0.01109882368835184
271,0.01685139313810451
272,0.03974292518104901
273,0.009373957269416942
274,0.014490905722211806
275,0.009767243342603045
276,0.01993175097299775
277,0.014031601214248532
278,0.008779659158837386
279,0.06369650133756669
280,0.0184369611808304
281,0.5691551328343407
282,0.053160589951759374
283,0.04318229817586438
284,0.010511837119815142
285,0.011448377322488032
286,0.009132329961980273
287,0.01127381004452012
288,0.03876393692960934
289,0.09187885153783325
290,0.08034632932174005
291,0.2521026306054442
292,0.008779659158837386
293,0.031162224274613924
294,0.008779659158837386
295,0.008779659158837386
296,0.023140218648570982
297,0.010407124736099017
298,0.03586702295889348
299,0.008779659158837386
300,0.009127942647143917
301,0.08130544005035528
302,0.010262015526672826
303,0.010698901169685
304,0.011146242205584488
305,0.4180500417572078
306,0.03764642981776803
307,0.008779659158837386
308,0.47557667527869596
309,0.2272920743125531
310,0.010549078681414848
311,0.39110025149528616
312,0.01759826274684522
313,0.17447507199624016
314,0.01831903584695864
315,0.03385380854707144
316,0.07484940264806374
317,0.1713559557760825
318,0.008779659158837386
319,0.023752499477967613
320,0.07472481399362801
321,0.09777987740676233
322,0.013739169036373932
323,0.008790862665031225
324,0.008798910521577536
325,0.058167484925726695
326,0.011185869081704814
327,0.011351548734175902
328,0.00878552219297025
329,0.021611143164396194
330,0.008779659158837386
331,0.012689922600479261
332,0.013893210868101535
333,0.009798746709272069
334,0.02757103073796884
335,0.06905548436160182
336,0.033784833506500134
337,0.011760564279398067
338,0.2716472216643287
339,0.054477246183267616
340,0.009819232317550233
341,0.008810452468530251
342,0.01569723426822757
343,0.01001557257939595
344,0.037632777843048464
345,0.01446358397042101
346,0.027267982128293535
347,0.36354723132261
348,0.11045641296167827
349,0.0160291953648423
350,0.008779659158837386
351,0.036624115877861296
352,0.044578605530593764
353,0.008779659158837386
354,0.12379599139068549
355,0.022805605081299325
356,0.009077333199165259
357,0.514897401652601
358,0.008779659158837386
359,0.018148520254103465
