Id,Probability
1,0.060802832857580855
2,0.06846916683894345
3,0.0131434802140274
4,0.07478989652789125
5,0.0857879471085699
6,0.04453152866431425
7,0.025595144075312392
8,0.04140360853778568
9,0.007976313117948532
10,0.3546111400605466
11,0.011997814974995026
12,0.018272840506361795
13,0.01374878275998453
14,0.040066855560194695
15,0.057943070154559365
16,0.014023592700901274
17,0.029519236935523406
18,0.016513636552700744
19,0.26786327458554954
20,0.08118564331714305
21,0.008985352178136462
22,0.011718437891254334
23,0.007915436347103023
24,0.46994773519539856
25,0.08739013876204495
26,0.011493147975564983
27,0.13500655140777434
28,0.008165305933303543
29,0.05556337894412531
30,0.014085111157390829
31,0.06284804556256585
32,0.007915436347103023
33,0.017375867894464
34,0.06857180201234502
35,0.25553408122003385
36,0.05237977056749898
37,0.04590845428797868
38,0.008308995023622
39,0.011555919720937597
40,0.03756542608340821
41,0.3429787575808288
42,0.2128137117523881
43,0.08525117954343339
44,0.007915436347103023
45,0.05465974896177757
46,0.007915436347103023
47,0.007915436347103023
48,0.02468255331990655
49,0.022875157491131483
50,0.03901651426170819
51,0.009853069443387995
52,0.012353413083608404
53,0.007915436347103023
54,0.03664063377799242
55,0.021827672387077994
56,0.08920976653380526
57,0.007915436347103023
58,0.11429693082755639
59,0.12263040432934522
60,0.09233321030820248
61,0.016719698188949805
62,0.01096821166867486
63,0.017086740407929794
64,0.007915436347103023
65,0.011281571447342056
66,0.014612336348308887
67,0.01631836741513789
68,0.07821861254166214
69,0.008482451126189906
70,0.581723834950589
71,0.009214938733708815
72,0.06411817060063453
73,0.00858739352871129
74,0.18202628777277183
75,0.012898249904054542
76,0.019379741599846876
77,0.06568090945970426
78,0.04888330473914905
79,0.011559214247912938
80,0.025975916238398955
81,0.009404937531021746
82,0.011790231598006738
83,0.025004702923127696
84,0.009393270176072012
85,0.018776005584177243
86,0.011063660011366109
87,0.06368263202515433
88,0.008834142953094818
89,0.03749606872591464
90,0.021143318972096748
91,0.026586883404865015
92,0.017999766405499877
93,0.023124876405201826
94,0.014624871135371779
95,0.007916040062958308
96,0.22831066754832785
97,0.03493781943990555
98,0.07385784383985
99,0.015562279708500147
100,0.014268352194547654
101,0.05117368131344457
102,0.09654823929216888
103,0.007915436347103023
104,0.045922825129153556
105,0.13870751626308248
106,0.022627127254608265
107,0.3728734190507831
108,0.008288342730676657
109,0.00973809461645872
110,0.015770565257953797
111,0.015650615275877282
112,0.030953450099039846
113,0.02615142237911303
114,0.4861539681740766
115,0.0752396725821217
116,0.01131963112757798
117,0.007915436347103023
118,0.08715430268953872
119,0.01035202471862921
120,0.009915410140318189
121,0.010402946722211778
122,0.07031170604827548
123,0.013275878441693803
124,0.5516002964571882
125,0.00796418061563247
126,0.017858376297415483
127,0.007915436347103023
128,0.015014903770170783
129,0.009028829468273795
130,0.09944675218408895
131,0.03353019513387873
132,0.08361702427134805
133,0.007915436347103023
134,0.05316203181753998
135,0.10116984810560277
136,0.009294394064357121
137,0.2293999241692126
138,0.04157697491313992
139,0.008761229938884268
140,0.009315661447016661
141,0.007915436347103023
142,0.009465041988128968
143,0.007915436347103023
144,0.013173865014309755
145,0.37456917775348897
146,0.007915436347103023
147,0.007915436347103023
148,0.043508666403082756
149,0.007915436347103023
150,0.08049422006355444
151,0.007915436347103023
152,0.008784720704857968
153,0.008002562430390013
154,0.008721913305130285
155,0.013955496171386987
156,0.023090032103115905
157,0.06923387267826557
158,0.007915436347103023
159,0.06407616819800695
160,0.014924334527240651
161,0.007915436347103023
162,0.010589613292993055
163,0.011499378848434013
164,0.07038277437279643
165,0.014094868062094156
166,0.012456553163212102
167,0.495131734030344
168,0.034430363952350995
169,0.23686226962129767
